location_id,location_name,locality,sensor_id,sensor_latitude,sensor_longitude,measurement_date,parameter_with_units,minimum_measured_value,average_measured_value,maximum_measured_value
664,Bklyn - PS274,New York-Northern New Jersey-Long Island,1145,40.6944,-73.9286,2025-07-10,pm25 (µg/m³),6.5,9.795834,12.4
648,Bklyn - PS 314,KINGS,1128,40.64182,-74.01871,2025-07-10,pm25 (µg/m³),4.9,8.133333,11.5
626,Bronx - IS52,New York-Northern New Jersey-Long Island,1098,40.8161,-73.9022,2025-07-10,o3 (ppm),0.017,0.03952174,0.068
626,Bronx - IS52,New York-Northern New Jersey-Long Island,1102,40.8161,-73.9022,2025-07-10,pm25 (µg/m³),6.8,9.886666,14.8
665,Bronx - IS74,New York-Northern New Jersey-Long Island,1146,40.8147,-73.8867,2025-07-10,pm25 (µg/m³),5.3,8.95,13.0
384,CCNY,New York-Northern New Jersey-Long Island,671,40.8197,-73.9481,2025-07-10,o3 (ppm),0.021,0.043166667,0.064
384,CCNY,New York-Northern New Jersey-Long Island,673,40.8197,-73.9481,2025-07-10,pm25 (µg/m³),4.3,7.616667,10.3
625,Manhattan/IS143,New York-Northern New Jersey-Long Island,1097,40.8492,-73.9319,2025-07-10,pm25 (µg/m³),0.0,7.475,13.0
628,Maspeth,New York-Northern New Jersey-Long Island,1103,40.7269,-73.8933,2025-07-10,pm25 (µg/m³),0.3,5.6545453,13.7
292229,Morrisania,New York-Northern New Jersey-Long Island,1662910,40.8367,-73.9214,2025-07-10,pm25 (µg/m³),-1.5,5.5086956,12.9
666,Pfizer Lab,New York-Northern New Jersey-Long Island,1147,40.868,-73.8782,2025-07-10,o3 (ppm),0.011,0.03995833,0.067
496096,Port Richmond,RICHMOND,2780575,40.63306,-74.13715,2025-07-10,pm25 (µg/m³),0.1,4.5958333,10.9
631,Queens,New York-Northern New Jersey-Long Island,1106,40.7375,-73.8244,2025-07-10,o3 (ppm),0.022,0.038708333,0.066
631,Queens,New York-Northern New Jersey-Long Island,1152,40.7375,-73.8244,2025-07-10,pm25 (µg/m³),6.1,8.675,11.9
